,year,month,day,hour,Title_sentiment,Comment_sentiment,return,senti
733,2020,12,19,11,0.296,0.35872499999999996,,0.654725
737,2020,12,19,12,0.0,-0.021400000000000013,,-0.021400000000000013
740,2020,12,19,13,0.0,0.027575000000000002,,0.027575000000000002
748,2020,12,19,14,0.0,-0.39135,,-0.39135
750,2020,12,19,15,0.0,0.2333,,0.2333
751,2020,12,19,16,0.0,0.06013333333333334,,0.06013333333333334
757,2020,12,19,17,-0.3818,0.05677499999999999,,-0.325025
761,2020,12,19,18,0.0,0.045822727272727286,,0.045822727272727286
783,2020,12,19,19,0.0,0.30793333333333334,,0.30793333333333334
795,2020,12,19,20,0.0,0.3216,,0.3216
801,2020,12,19,21,0.0,0.0,,0.0
811,2020,12,19,22,0.0,0.30360000000000004,,0.30360000000000004
814,2020,12,19,23,0.0,0.37704444444444446,,0.37704444444444446
823,2020,12,20,0,0.0,0.4406,,0.4406
827,2020,12,20,1,0.0,0.40165999999999996,,0.40165999999999996
832,2020,12,20,2,0.1806,0.11864999999999998,,0.29925
836,2020,12,20,3,0.0,0.2905,,0.2905
839,2020,12,20,4,-0.44039999999999996,0.024516666666666687,,-0.41588333333333327
845,2020,12,20,5,0.0,-0.27004,,-0.27004
850,2020,12,20,7,0.0,0.9325,,0.9325
851,2020,12,20,8,0.0,0.1847,,0.1847
855,2020,12,20,10,0.0,-0.007000000000000006,,-0.007000000000000006
857,2020,12,20,11,0.4019,-0.043149999999999966,,0.35875
859,2020,12,20,12,0.0,-0.6652,,-0.6652
860,2020,12,20,13,0.0,-0.065425,,-0.065425
864,2020,12,20,14,0.0,-0.1862666666666667,,-0.1862666666666667
867,2020,12,20,15,0.0,0.24503333333333333,,0.24503333333333333
870,2020,12,20,16,0.3612,0.7845,,1.1457
871,2020,12,20,17,0.0,0.7057666666666668,,0.7057666666666668
874,2020,12,20,18,0.0,0.34886999999999996,,0.34886999999999996
894,2020,12,20,19,-0.4695999999999999,0.15423333333333333,,-0.3153666666666666
903,2020,12,20,20,-0.4404000000000002,0.05827499999999999,,-0.3821250000000002
923,2020,12,20,21,0.01923333333333332,-0.011727272727272727,,0.007506060606060594
956,2020,12,20,22,0.0,0.1435722222222222,,0.1435722222222222
974,2020,12,20,23,0.0,0.16095909090909089,,0.16095909090909089
996,2020,12,21,0,-0.19090000000000001,0.222,,0.03109999999999999
1010,2020,12,21,1,0.0,-0.17436666666666667,,-0.17436666666666667
1016,2020,12,21,2,0.0,0.01047272727272727,,0.01047272727272727
1027,2020,12,21,3,0.0,0.3699222222222222,,0.3699222222222222
1036,2020,12,21,4,0.0,0.13375714285714285,,0.13375714285714285
1043,2020,12,21,5,0.0,-0.119175,0.011463250168577188,-0.119175
1047,2020,12,21,6,0.0,0.08752,-0.030085022890778187,0.08752
1057,2020,12,21,7,0.0,0.04105999999999999,0.0026229508196720093,0.04105999999999999
1067,2020,12,21,8,0.0,0.6901,-0.0757575757575758,0.6901
1068,2020,12,21,9,0.0,0.0666,0.03773584905660377,0.0666
1075,2020,12,21,10,0.0,0.0593,0.011450381679389388,0.0593
1078,2020,12,21,11,0.4019,0.0,0.01747572815533993,0.4019
1079,2020,12,21,12,0.0,0.4588,0.0006476683937823857,0.4588
1080,2020,12,21,13,0.1799666666666667,0.0,0.0012970168612191912,0.1799666666666667
1092,2020,12,21,14,0.074,0.0,0.002600780234070177,0.074
1100,2020,12,21,15,0.0,0.0599872340425532,-0.009020618556701,0.0599872340425532
1194,2020,12,21,16,0.031633333333333444,0.02963454545454545,-0.01772151898734187,0.0612678787878789
1359,2020,12,21,17,0.0,0.06306842105263158,0.005728835136855404,0.06306842105263158
1397,2020,12,21,18,-0.12765,0.11780740740740743,-0.022401991288114487,-0.009842592592592583
1505,2020,12,21,19,0.0,-0.013930909090909084,0.004375000000000018,-0.013930909090909084
1560,2020,12,21,20,-0.4577000000000009,0.13690714285714284,0.009463722397476282,-0.32079285714285805
1644,2020,12,21,21,0.16463333333333333,0.14310425531914897,,0.3077375886524823
1785,2020,12,21,22,0.0,0.06491499999999999,,0.06491499999999999
1825,2020,12,21,23,0.0,-0.06297045454545457,,-0.06297045454545457
1869,2020,12,22,0,0.0,0.17861666666666667,,0.17861666666666667
1893,2020,12,22,1,-0.2960000000000001,0.06856,,-0.2274400000000001
1918,2020,12,22,2,0.0,0.13065,,0.13065
1936,2020,12,22,3,0.019875000000000014,0.07179999999999999,,0.091675
1960,2020,12,22,4,0.4137000000000001,0.013249999999999993,,0.4269500000000001
1972,2020,12,22,5,0.0,0.19048181818181817,,0.19048181818181817
2005,2020,12,22,6,0.0,0.11830666666666666,,0.11830666666666666
2020,2020,12,22,7,0.0,0.17475555555555555,-0.013075965130759593,0.17475555555555555
2029,2020,12,22,8,0.0,-0.13892,-0.0006222775357810352,-0.13892
2034,2020,12,22,9,0.0,-0.14695,-0.0843304843304844,-0.14695
2038,2020,12,22,10,0.0,0.12147142857142858,-0.08259278619968624,0.12147142857142858
2045,2020,12,22,11,0.0,0.170375,0.003672612801678854,0.170375
2049,2020,12,22,12,0.0,-0.2494333333333333,-0.015495867768595128,-0.2494333333333333
2055,2020,12,22,13,0.0,0.29746666666666666,-0.006160164271047264,0.29746666666666666
2058,2020,12,22,14,0.14701999999999998,0.14677499999999996,-0.0005130836326320276,0.2937949999999999
2098,2020,12,22,15,-0.04936666666666667,0.15050000000000002,0.0030880082346884663,0.10113333333333335
2158,2020,12,22,16,0.13549999999999982,0.049851724137931,0.012506513809275477,0.18535172413793083
2506,2020,12,22,17,-0.03644000000000054,0.03753661971830986,-0.011843460350154487,0.0010966197183093218
2861,2020,12,22,18,-0.006700000000000015,0.040615517241379295,-0.0005146680391147074,0.033915517241379284
3383,2020,12,22,19,0.16510000000000033,0.04403695652173912,0.005173305742369515,0.20913695652173944
4119,2020,12,22,20,-0.1114800000000001,0.061372727272727266,-0.07511961722488036,-0.05010727272727284
4394,2020,12,22,21,0.3271500000000002,0.11481044776119392,,0.44196044776119414
5064,2020,12,22,22,0.07955,0.1863571428571429,,0.2659071428571429
5148,2020,12,22,23,0.002562500000000043,0.0833089108910892,,0.08587141089108924
5956,2020,12,23,0,0.16396666666666695,0.04792211538461536,,0.2118887820512823
6580,2020,12,23,1,0.554733333333334,0.15677532467532454,,0.7115086580086585
6811,2020,12,23,2,-0.32900000000000035,0.14425781250000003,,-0.18474218750000032
6939,2020,12,23,3,-0.09620000000000016,-0.03327435897435897,,-0.12947435897435913
7017,2020,12,23,4,-0.15293333333333334,0.052633333333333344,,-0.1003
7179,2020,12,23,5,0.10145555555555642,0.07209999999999998,0.00917431192660545,0.1735555555555564
7872,2020,12,23,6,0.14045000000000013,0.10100735294117641,-0.011455847255369857,0.24145735294117654
8008,2020,12,23,7,0.4767000000000002,-0.016569642857142852,0.056480080685829666,0.4601303571428573
8064,2020,12,23,8,0.0,0.0666475,-0.0005040322580646128,0.0666475
8104,2020,12,23,9,0.047899999999999984,-0.06494761904761902,-0.052983293556085886,-0.017047619047619034
8230,2020,12,23,10,0.0,0.129,0.011588604538870008,0.129
8252,2020,12,23,11,0.0,-0.005497619047619047,-0.04341801385681288,-0.005497619047619047
8336,2020,12,23,12,0.0,0.018153846153846156,0.0013876040703051373,0.018153846153846156
8414,2020,12,23,13,0.2403499999999995,0.11216666666666662,-0.0032272936837252075,0.35251666666666615
8522,2020,12,23,14,0.4734999999999994,0.16288823529411764,0.030403800475059306,0.636388235294117
8607,2020,12,23,15,-0.009499999999999969,0.15412558139534868,0.022837706511176004,0.1446255813953487
9209,2020,12,23,16,0.10886363636363638,0.2135977777777776,-0.0009708737864079221,0.322461414141414
9704,2020,12,23,17,-0.10743000000000004,0.034649999999999945,0.0,-0.0727800000000001
10744,2020,12,23,18,0.2487727272727274,0.08610454545454535,-0.008662175168431152,0.33487727272727275
11712,2020,12,23,19,0.13136666666666671,0.029108988764045,0.000481463649494529,0.1604756554307117
12246,2020,12,23,20,0.011466666666666687,0.06655983606557359,-0.01935788479697831,0.07802650273224027
13344,2020,12,23,21,0.1787499999999997,0.008298795180722887,,0.18704879518072257
13842,2020,12,23,22,0.03232857142857145,0.027976470588235287,,0.06030504201680674
14318,2020,12,23,23,0.0,0.02049578947368422,,0.02049578947368422
14508,2020,12,24,0,-0.4390333333333332,0.0034575757575757626,,-0.43557575757575745
14805,2020,12,24,1,-0.01720000000000001,0.0057536585365853665,,-0.011446341463414644
14928,2020,12,24,2,0.0036799999999999494,0.15783333333333324,,0.1615133333333332
15138,2020,12,24,3,-0.2711500000000003,0.09085238095238098,,-0.18029761904761932
15222,2020,12,24,4,0.11902499999999991,0.10031639344262296,,0.21934139344262288
15466,2020,12,24,5,0.0,0.10534923076923078,0.018269230769230704,0.10534923076923078
15661,2020,12,24,6,-0.36120000000000013,0.11470652173913044,0.012165450121654596,-0.2464934782608697
15707,2020,12,24,7,0.0,0.05392105263157895,-0.026066350710900462,0.05392105263157895
15764,2020,12,24,8,-0.1590999999999999,0.1426757575757576,-0.0014197823000472456,-0.016424242424242314
15830,2020,12,24,9,-0.31819999999999965,0.16708048780487805,0.0,-0.1511195121951216
15871,2020,12,24,10,0.0,0.02352941176470589,0.02176015473887816,0.02352941176470589
15888,2020,12,24,11,0.12524999999999994,-0.054704545454545436,0.003883495145631022,0.07054545454545451
15976,2020,12,24,12,0.0,0.014576923076923078,0.01980198019801982,0.014576923076923078
16002,2020,12,24,13,0.0,0.14139230769230768,0.0024813895781639057,0.14139230769230768
16041,2020,12,24,14,-0.09207142857142873,0.060951351351351345,0.0,-0.03112007722007739
16300,2020,12,24,15,0.15029999999999985,0.10408536585365857,,0.25438536585365845
16546,2020,12,24,16,0.034100000000000026,0.16445876288659791,-0.005429417571569784,0.19855876288659793
17225,2020,12,24,17,-0.35442000000000157,0.053333333333333316,-0.13009875483039926,-0.3010866666666683
17600,2020,12,24,18,-0.05160000000000006,-0.010271052631578945,,-0.06187105263157901
17676,2020,12,24,19,0.0,0.07564782608695653,,0.07564782608695653
17722,2020,12,24,20,-0.2792500000000003,0.12574193548387094,,-0.15350806451612933
17846,2020,12,24,21,-0.14006000000000005,0.25553,,0.11546999999999993
17896,2020,12,24,22,0.22940000000000002,0.08305,,0.31245
17924,2020,12,24,23,0.0,0.031728,,0.031728
17949,2020,12,25,0,0.01356666666666667,0.20838571428571429,,0.22195238095238096
18012,2020,12,25,1,0.3399999999999999,0.21611379310344833,,0.5561137931034482
18041,2020,12,25,2,0.0,0.1696153846153846,,0.1696153846153846
18054,2020,12,25,3,0.0,0.2631695652173913,,0.2631695652173913
18077,2020,12,25,4,0.0,0.10075833333333334,,0.10075833333333334
18089,2020,12,25,5,0.1027,0.14336400000000002,,0.246064
18114,2020,12,25,6,0.0,0.1956388888888889,,0.1956388888888889
18150,2020,12,25,7,0.0,0.17538636363636362,,0.17538636363636362
18172,2020,12,25,8,0.0,0.012679999999999997,,0.012679999999999997
18192,2020,12,25,9,0.0,0.044,,0.044
18197,2020,12,25,10,0.0,0.5792166666666667,,0.5792166666666667
18203,2020,12,25,11,0.0,0.0,,0.0
18204,2020,12,25,12,0.0,0.3601,,0.3601
18206,2020,12,25,13,0.0,0.35125,,0.35125
18208,2020,12,25,14,0.0,0.5859,,0.5859
18209,2020,12,25,15,0.23412500000000003,0.010266666666666683,,0.2443916666666667
18221,2020,12,25,16,0.9114000000000002,0.049477777777777766,,0.9608777777777779
18230,2020,12,25,17,0.0,0.06233999999999999,,0.06233999999999999
18270,2020,12,25,18,0.0,0.16760999999999998,,0.16760999999999998
18310,2020,12,25,19,0.0,0.21805714285714284,,0.21805714285714284
18436,2020,12,25,20,-0.4451,0.19754603174603175,,-0.24755396825396825
18499,2020,12,25,21,0.0,0.22836296296296293,,0.22836296296296293
18553,2020,12,25,22,-0.4172499999999996,0.1337458333333333,,-0.28350416666666634
18649,2020,12,25,23,-0.3817999999999999,0.22860000000000003,,-0.1531999999999999
18695,2020,12,26,0,0.0,0.09001153846153848,,0.09001153846153848
18773,2020,12,26,1,0.0,0.10475249999999998,,0.10475249999999998
18813,2020,12,26,2,0.18060000000000007,0.07251562500000001,,0.25311562500000007
18877,2020,12,26,3,0.0,0.044156,,0.044156
18927,2020,12,26,4,0.5423000000000003,0.09547692307692311,,0.6377769230769235
18953,2020,12,26,5,0.100475,0.0752033333333333,,0.1756783333333333
19073,2020,12,26,6,0.14800000000000002,0.2230034482758621,,0.3710034482758621
19131,2020,12,26,7,0.0,0.013858823529411767,,0.013858823529411767
19165,2020,12,26,8,0.0,0.061648148148148126,,0.061648148148148126
19192,2020,12,26,9,0.0,0.1688952380952381,,0.1688952380952381
19213,2020,12,26,10,0.0,0.11320000000000001,,0.11320000000000001
19223,2020,12,26,11,0.0,0.2127272727272727,,0.2127272727272727
19234,2020,12,26,12,0.0,0.27147,,0.27147
19244,2020,12,26,13,0.0,0.05252499999999999,,0.05252499999999999
19248,2020,12,26,14,0.0,0.38401428571428564,,0.38401428571428564
19255,2020,12,26,15,0.38960000000000006,0.1467166666666667,,0.5363166666666668
19273,2020,12,26,16,-0.0404,0.21879090909090906,,0.17839090909090907
19284,2020,12,26,17,0.14049999999999999,0.24878333333333333,,0.3892833333333333
19338,2020,12,26,18,0.0,0.21165000000000003,,0.21165000000000003
19358,2020,12,26,19,0.0258,0.040850000000000004,,0.06665
19380,2020,12,26,20,0.33225000000000005,0.17128333333333334,,0.5035333333333334
19428,2020,12,26,21,0.0,0.1341263157894737,,0.1341263157894737
19466,2020,12,26,22,-0.43890000000000023,0.17270800000000006,,-0.2661920000000002
19516,2020,12,26,23,0.028133333333333288,0.11397045454545453,,0.1421037878787878
19648,2020,12,27,0,-0.8415999999999983,0.12256046511627908,,-0.7190395348837193
19734,2020,12,27,1,0.0,0.11764655172413793,,0.11764655172413793
19792,2020,12,27,2,-0.09199999999999939,0.13816981132075465,,0.04616981132075526
19898,2020,12,27,3,0.335300000000001,0.06630000000000001,,0.401600000000001
20026,2020,12,27,4,0.2213499999999993,0.046934615384615366,,0.2682846153846147
20130,2020,12,27,5,0.0,0.020976470588235294,,0.020976470588235294
20164,2020,12,27,6,0.0,-0.04524999999999999,,-0.04524999999999999
20192,2020,12,27,7,0.2294,0.15465,,0.38405
20232,2020,12,27,8,1.4802973661668754e-17,0.10610666666666668,,0.1061066666666667
20277,2020,12,27,9,0.0,-0.08728666666666667,,-0.08728666666666667
20307,2020,12,27,10,0.0,0.14349090909090909,,0.14349090909090909
20318,2020,12,27,11,0.0,0.16568571428571427,,0.16568571428571427
20325,2020,12,27,12,0.0,0.11277272727272726,,0.11277272727272726
20336,2020,12,27,13,0.0,-0.018224999999999998,,-0.018224999999999998
20344,2020,12,27,14,0.5052,0.14317142857142856,,0.6483714285714286
20358,2020,12,27,15,0.23263333333333341,0.14538,,0.3780133333333334
20388,2020,12,27,16,0.12207499999999998,0.042073333333333324,,0.16414833333333329
20448,2020,12,27,17,0.2301333333333334,0.04642083333333333,,0.27655416666666677
20520,2020,12,27,18,0.0,0.13357959183673465,,0.13357959183673465
20667,2020,12,27,19,0.04349999999999995,0.02145238095238095,,0.0649523809523809
20835,2020,12,27,20,-0.1022857142857139,0.0341227272727273,,-0.06816298701298659
21297,2020,12,27,21,0.0,0.04961159420289857,,0.04961159420289857
21366,2020,12,27,22,-0.3372999999999991,0.04002142857142857,,-0.2972785714285705
21562,2020,12,27,23,-0.03738333333333338,0.21329696969696965,,0.17591363636363627
21760,2020,12,28,0,0.0,0.11223333333333334,,0.11223333333333334
21832,2020,12,28,1,0.09030000000000003,0.05904255319148936,,0.1493425531914894
22020,2020,12,28,2,0.08562857142857136,0.20627446808510613,,0.29190303951367746
22349,2020,12,28,3,0.3655000000000004,0.0938457627118644,,0.4593457627118648
22526,2020,12,28,4,0.0,0.0498777777777778,,0.0498777777777778
22715,2020,12,28,5,-0.08537500000000016,0.018353488372093017,0.03419182948490218,-0.06702151162790715
22887,2020,12,28,6,0.1559749999999999,-0.02179833333333332,0.005357142857142838,0.13417666666666658
23127,2020,12,28,7,0.1351500000000006,0.005235820895522388,0.004484304932735439,0.14038582089552298
23663,2020,12,28,8,0.0,0.04734909090909091,0.04011194029850751,0.04734909090909091
23883,2020,12,28,9,-0.1084600000000001,0.11643333333333332,-0.01152604887044717,0.007973333333333221
24063,2020,12,28,10,0.22469999999999993,0.004164285714285722,0.03285714285714292,0.22886428571428566
24091,2020,12,28,11,0.0,0.1535041666666667,-0.005681818181818232,0.1535041666666667
24139,2020,12,28,12,0.13396666666666665,-0.002245161290322578,0.012464046021092969,0.13172150537634408
24232,2020,12,28,13,0.16877499999999998,0.12726470588235295,0.020547945205479312,0.29603970588235295
24300,2020,12,28,14,-0.02671999999999998,0.2324090909090909,-0.009689922480620172,0.20568909090909093
24410,2020,12,28,15,-0.26842000000000005,0.08259999999999997,-0.0162059103908484,-0.1858200000000001
24545,2020,12,28,16,-0.04660000000000001,0.07786140350877188,-0.005687203791469253,0.03126140350877187
24944,2020,12,28,17,-0.1413200000000001,-0.02972352941176471,-0.004716981132075415,-0.17104352941176482
25114,2020,12,28,18,0.0,-0.053951351351351325,0.0037878787878786735,-0.053951351351351325
25410,2020,12,28,19,0.4642500000000003,0.09214810126582271,-0.0014184397163119478,0.556398101265823
25726,2020,12,28,20,0.14799999999999983,0.09604,0.007142857142857118,0.2440399999999998
25866,2020,12,28,21,-0.5993999999999998,0.054819999999999994,,-0.5445799999999998
25926,2020,12,28,22,0.06743333333333328,0.053690000000000036,,0.1211233333333333
26106,2020,12,28,23,0.40079999999999927,0.05290526315789474,,0.453705263157894
26220,2020,12,29,0,0.049155555555555744,0.1118666666666665,,0.16102222222222223
26868,2020,12,29,1,0.09078749999999995,0.07578390804597698,,0.16657140804597692
27564,2020,12,29,2,-0.23389999999999966,0.06911616161616163,,-0.16478383838383803
27762,2020,12,29,3,-0.0905599999999985,0.1053040404040403,,0.0147440404040418
28257,2020,12,29,4,0.0,0.045530337078651686,,0.045530337078651686
28346,2020,12,29,5,0.526699999999999,0.100448051948052,-0.010367577756833168,0.6271480519480509
28423,2020,12,29,6,0.0,0.0626875,0.00616405879563775,0.0626875
28471,2020,12,29,7,-0.35590000000000005,0.12187142857142857,,-0.23402857142857147
28541,2020,12,29,8,-0.1867999999999999,0.14436451612903228,0.0028530670470754416,-0.04243548387096763
28603,2020,12,29,9,0.0,0.12363529411764705,0.06212121212121224,0.12363529411764705
28620,2020,12,29,10,0.0,0.06312941176470588,0.03286384976525825,0.06312941176470588
28637,2020,12,29,11,0.0,0.1669,-0.026409344845099048,0.1669
28641,2020,12,29,12,0.0,0.2712555555555556,0.017045454545454586,0.2712555555555556
28650,2020,12,29,13,0.0,-0.044800000000000006,-0.021728145528044474,-0.044800000000000006
28657,2020,12,29,14,0.07136666666666662,0.03713333333333334,0.006100660904931221,0.10849999999999996
28711,2020,12,29,15,-0.07274500000000003,0.1517799999999999,0.015487867836861069,0.07903499999999986
28911,2020,12,29,16,0.025733333333333323,-0.06185,0.001033591731266048,-0.03611666666666668
29013,2020,12,29,17,-0.0719111111111122,0.02273483146067414,-0.0005165289256197081,-0.04917627965043806
29814,2020,12,29,18,0.12497999999999973,0.04073707865168536,0.006760270410816282,0.16571707865168508
30259,2020,12,29,19,0.09526666666666618,0.11535899999999989,0.009448818897637823,0.21062566666666607
30859,2020,12,29,20,0.009599999999999949,0.07362222222222217,-0.013975155279503104,0.08322222222222211
31453,2020,12,29,21,0.11309999999999998,0.0536154929577465,,0.1667154929577465
31808,2020,12,29,22,0.04598333333333337,0.11656746987951794,,0.1625508032128513
32306,2020,12,29,23,0.25921428571428556,0.12126499999999996,,0.3804792857142855
32866,2020,12,30,0,0.09866666666666654,0.07885764705882346,,0.17752431372549
33121,2020,12,30,1,-0.10823333333333286,0.10243424657534238,,-0.005799086757990485
33778,2020,12,30,2,-0.15876000000000018,0.13028292682926831,,-0.028477073170731865
33983,2020,12,30,3,0.0,0.015410294117647057,,0.015410294117647057
34187,2020,12,30,4,0.0,0.08243023255813957,,0.08243023255813957
34273,2020,12,30,5,0.3143666666666652,0.020473333333333316,,0.33483999999999847
34633,2020,12,30,6,0.0,0.1709064516129032,-0.013782542113323082,0.1709064516129032
34695,2020,12,30,7,0.1511,0.03384347826086957,0.015025906735751215,0.1849434782608696
34718,2020,12,30,8,0.0,-0.0674,0.013655462184874123,-0.0674
34744,2020,12,30,9,0.8422,0.09427777777777778,-0.039838628340897575,0.9364777777777777
34762,2020,12,30,10,0.7263000000000001,0.026888888888888886,0.018489984591679498,0.7531888888888889
34771,2020,12,30,11,-0.2107333333333333,0.13718,0.010903426791277092,-0.0735533333333333
34816,2020,12,30,12,0.0,0.16818333333333335,0.012618296529968598,0.16818333333333335
34828,2020,12,30,13,-0.2627333333333333,0.02701666666666667,-0.012973533990659036,-0.23571666666666666
34864,2020,12,30,14,0.33883999999999975,0.0489,0.013144058885383723,0.38773999999999975
34944,2020,12,30,15,-0.030355555555555563,-0.04564500000000001,-0.012461059190031263,-0.07600055555555557
35124,2020,12,30,16,-0.14725000000000024,0.10647419354838707,0.0015600624024960652,-0.040775806451613175
35372,2020,12,30,17,-0.18076666666666688,0.041109433962264144,0.0010411244143675447,-0.13965723270440272
35531,2020,12,30,18,-0.11287499999999982,0.0891244444444444,0.0031331592689296532,-0.023750555555555428
35891,2020,12,30,19,0.19859999999999994,0.18997419354838702,-0.009824198552223384,0.38857419354838696
36046,2020,12,30,20,-0.5622000000000003,0.31254333333333334,-0.023232323232323267,-0.24965666666666692
36076,2020,12,30,21,-0.00824999999999982,-0.005744444444444433,,-0.013994444444444254
36184,2020,12,30,22,-0.074,0.11851212121212121,,0.04451212121212121
36316,2020,12,30,23,-0.38189999999999996,0.15834444444444443,,-0.22355555555555554
36370,2020,12,31,0,0.008139999999999953,0.08902777777777779,,0.09716777777777774
36550,2020,12,31,1,0.09920000000000002,0.0473,,0.14650000000000002
36646,2020,12,31,2,-0.3846333333333324,0.10686052631578949,,-0.2777728070175429
36760,2020,12,31,3,-0.020237499999999894,0.13448709677419346,,0.11424959677419357
37008,2020,12,31,4,0.04933333333333335,0.14188928571428572,,0.19122261904761906
37176,2020,12,31,5,0.11917499999999993,0.07078333333333328,0.0,0.18995833333333323
37800,2020,12,31,6,0.0886999999999998,0.17336202531645561,0.01278772378516635,0.2620620253164554
39064,2020,12,31,7,0.0708999999999987,0.10339816513761473,0.012953367875647714,0.17429816513761343
39827,2020,12,31,8,0.0,0.1792345454545454,-0.0030991735537189147,0.1792345454545454
39992,2020,12,31,9,0.1691666666666658,0.02918860759493671,-0.005138746145940454,0.19835527426160252
40466,2020,12,31,10,0.47530000000000044,0.055037499999999996,0.021522309711285992,0.5303375000000005
40514,2020,12,31,11,0.0,-0.022658333333333336,-0.01652039235931857,-0.022658333333333336
40526,2020,12,31,12,0.2570666666666667,0.19433076923076922,-0.0177484787018255,0.451397435897436
40565,2020,12,31,13,0.19831428571428555,-0.05982631578947372,0.013360739979444869,0.13848796992481183
40698,2020,12,31,14,-0.06826250000000002,0.07033571428571432,0.02474986835176418,0.0020732142857143032
40810,2020,12,31,15,0.441366666666667,-0.05601000000000001,0.009569377990430672,0.385356666666667
40930,2020,12,31,16,0.23042222222222208,0.04874324324324326,0.0005319148936169249,0.27916546546546533
41263,2020,12,31,17,0.09975999999999997,0.13370000000000004,-0.015706806282722585,0.23346
41593,2020,12,31,18,0.09277500000000034,-0.0327,0.012188659247482692,0.06007500000000034
42097,2020,12,31,19,-0.08196666666666665,0.11734246575342462,-0.0005296610169490679,0.035375799086757975
42316,2020,12,31,20,0.036840000000000005,0.07758518518518517,-0.026804123711340225,0.11442518518518519
42586,2020,12,31,21,0.29787142857142895,0.008996969696969706,,0.3068683982683987
42817,2020,12,31,22,0.1669555555555557,0.10949230769230742,,0.2764478632478631
43285,2020,12,31,23,-0.03925000000000018,0.1350831775700933,,0.09583317757009313
43713,2021,1,1,0,-0.08571666666666668,0.1351626865671641,,0.04944601990049742
44115,2021,1,1,1,0.14915714285714218,0.09480545454545451,,0.24396259740259668
44500,2021,1,1,2,0.1479999999999999,0.08798222222222223,,0.23598222222222215
44590,2021,1,1,3,0.17377999999999988,0.18399444444444438,,0.3577744444444443
44860,2021,1,1,4,0.0748750000000006,0.14422115384615386,,0.21909615384615444
45068,2021,1,1,5,0.0,0.06430526315789475,,0.06430526315789475
45144,2021,1,1,6,-0.42780000000000007,0.15373255813953488,,-0.27406744186046517
45187,2021,1,1,7,0.0,0.17695937500000003,,0.17695937500000003
45219,2021,1,1,8,0.0,0.13526800000000003,,0.13526800000000003
45244,2021,1,1,9,0.0,-0.071275,,-0.071275
45252,2021,1,1,10,0.0,-0.12411999999999998,,-0.12411999999999998
45257,2021,1,1,11,0.0,0.14852857142857143,,0.14852857142857143
45264,2021,1,1,12,0.0,0.1008625,,0.1008625
45272,2021,1,1,13,-0.27870000000000006,0.11286,,-0.16584000000000004
45292,2021,1,1,14,0.0,0.07020000000000001,,0.07020000000000001
45300,2021,1,1,15,-0.5267,0.18407,,-0.34262999999999993
45310,2021,1,1,16,0.0,0.09643103448275862,,0.09643103448275862
45397,2021,1,1,17,0.3689,0.13085333333333335,,0.4997533333333334
45457,2021,1,1,18,-0.131675,0.10747037037037038,,-0.024204629629629604
45565,2021,1,1,19,-0.10199999999999972,0.16970000000000005,,0.06770000000000033
45703,2021,1,1,20,0.09649999999999989,0.18825333333333327,,0.2847533333333332
45943,2021,1,1,21,0.0,0.01928103448275862,,0.01928103448275862
46001,2021,1,1,22,-0.05134999999999997,0.03783555555555555,,-0.01351444444444442
46091,2021,1,1,23,0.0,0.058066666666666635,,0.058066666666666635
46133,2021,1,2,0,0.31589999999999985,0.03939999999999999,,0.35529999999999984
46199,2021,1,2,1,0.0,0.14167222222222225,,0.14167222222222225
46235,2021,1,2,2,0.03443333333333343,0.16721851851851854,,0.20165185185185197
46316,2021,1,2,3,-0.16455,0.018557142857142862,,-0.14599285714285715
46344,2021,1,2,4,0.2326333333333331,0.18751875000000004,,0.42015208333333315
46440,2021,1,2,5,0.3522666666666664,0.1887625,,0.5410291666666665
46560,2021,1,2,6,0.17790000000000009,0.16654666666666668,,0.3444466666666668
46590,2021,1,2,7,0.28595,-0.08891249999999999,,0.19703749999999998
46622,2021,1,2,8,0.32249999999999984,0.034792000000000024,,0.3572919999999999
46672,2021,1,2,9,0.0,-0.028772727272727273,,-0.028772727272727273
